Month,Sex,Client Group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
SEP23,Female,Number of Indigenous clients,4604.0,2693.0,3215.0,2017.0,1168.0,279.0,240.0,1755.0,15919.0
SEP23,Female,Number of clients who have experienced family and domestic violence,6098.0,10062.0,3108.0,2785.0,1202.0,448.0,514.0,950.0,25126.0
SEP23,Female,Number of clients with a current mental health issue,5239.0,5684.0,2449.0,1435.0,1151.0,731.0,450.0,212.0,17330.0
SEP23,Female,Number of clients with problematic drug or alcohol issues,901.0,1157.0,490.0,457.0,202.0,96.0,118.0,99.0,3519.0
SEP23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,116.0,797.0,468.0,67.0,44.0,44.0,26.0,30.0,1592.0
SEP23,Female,Number of nights in short-term/emergency accommodation,27925.0,28067.0,54642.0,10887.0,4946.0,5757.0,5684.0,3146.0,141054.0
SEP23,Female,Number of clients accommodated in short-term/emergency accommodation,1355.0,1754.0,2290.0,758.0,291.0,307.0,219.0,498.0,7468.0
SEP23,Female,Number of clients who are homeless,7008.0,7541.0,5005.0,2079.0,1941.0,904.0,594.0,1028.0,26039.0
SEP23,Female,Number of clients who are at risk of homelessness,6905.0,10181.0,4148.0,2518.0,2025.0,551.0,466.0,907.0,27645.0
SEP23,Male,Number of Indigenous clients,2876.0,1587.0,1949.0,856.0,733.0,199.0,159.0,958.0,9301.0
SEP23,Male,Number of clients who have experienced family and domestic violence,1983.0,3409.0,1053.0,710.0,295.0,114.0,153.0,226.0,7941.0
SEP23,Male,Number of clients with a current mental health issue,2830.0,3693.0,1401.0,607.0,695.0,501.0,289.0,119.0,10124.0
SEP23,Male,Number of clients with problematic drug or alcohol issues,886.0,1418.0,464.0,346.0,233.0,153.0,99.0,87.0,3683.0
SEP23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,45.0,678.0,128.0,8.0,15.0,18.0,17.0,1.0,910.0
SEP23,Male,Number of nights in short-term/emergency accommodation,18948.0,20007.0,40691.0,7904.0,3374.0,5075.0,2901.0,1776.0,100676.0
SEP23,Male,Number of clients accommodated in short-term/emergency accommodation,924.0,1479.0,1734.0,455.0,176.0,292.0,130.0,161.0,5347.0
SEP23,Male,Number of clients who are homeless,5157.0,6158.0,3803.0,1482.0,1548.0,758.0,412.0,861.0,20142.0
SEP23,Male,Number of clients who are at risk of homelessness,3815.0,5745.0,2411.0,855.0,1126.0,440.0,387.0,335.0,15096.0
SEP23,Total,Number of Indigenous clients,7480.0,4280.0,5164.0,2873.0,1901.0,478.0,399.0,2713.0,25220.0
SEP23,Total,Number of clients who have experienced family and domestic violence,8081.0,13471.0,4161.0,3495.0,1497.0,562.0,667.0,1176.0,33067.0
SEP23,Total,Number of clients with a current mental health issue,8069.0,9377.0,3850.0,2042.0,1846.0,1232.0,739.0,331.0,27454.0
SEP23,Total,Number of clients with problematic drug or alcohol issues,1787.0,2575.0,954.0,803.0,435.0,249.0,217.0,186.0,7202.0
SEP23,Total,Number of clients financially assisted with payments for short term/emergency accommodation,161.0,1475.0,596.0,75.0,59.0,62.0,43.0,31.0,2502.0
SEP23,Total,Number of nights in short-term/emergency accommodation,46873.0,48074.0,95333.0,18791.0,8320.0,10832.0,8585.0,4922.0,241730.0
SEP23,Total,Number of clients accommodated in short-term/emergency accommodation,2279.0,3233.0,4024.0,1213.0,467.0,599.0,349.0,659.0,12815.0
SEP23,Total,Number of clients who are homeless,12165.0,13699.0,8808.0,3561.0,3489.0,1662.0,1006.0,1889.0,46181.0
SEP23,Total,Number of clients who are at risk of homelessness,10720.0,15926.0,6559.0,3373.0,3151.0,991.0,853.0,1242.0,42741.0
AUG23,Female,Number of Indigenous clients,4716.0,2852.0,3365.0,2032.0,1206.0,273.0,239.0,1782.0,16425.0
AUG23,Female,Number of clients who have experienced family and domestic violence,6228.0,10355.0,3136.0,2800.0,1290.0,452.0,536.0,957.0,25719.0
AUG23,Female,Number of clients with a current mental health issue,5361.0,6044.0,2473.0,1488.0,1221.0,724.0,461.0,206.0,17958.0
AUG23,Female,Number of clients with problematic drug or alcohol issues,931.0,1177.0,499.0,455.0,209.0,95.0,126.0,136.0,3626.0
AUG23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,145.0,902.0,464.0,72.0,63.0,57.0,42.0,22.0,1767.0
AUG23,Female,Number of nights in short-term/emergency accommodation,28179.0,28342.0,56488.0,11841.0,5211.0,5675.0,6280.0,3153.0,145169.0
AUG23,Female,Number of clients accommodated in short-term/emergency accommodation,1341.0,1848.0,2326.0,836.0,302.0,305.0,238.0,495.0,7684.0
AUG23,Female,Number of clients who are homeless,7090.0,7709.0,5075.0,2108.0,1998.0,922.0,609.0,1037.0,26480.0
AUG23,Female,Number of clients who are at risk of homelessness,7036.0,10758.0,4209.0,2602.0,2177.0,533.0,482.0,938.0,28690.0
AUG23,Male,Number of Indigenous clients,2997.0,1689.0,2072.0,868.0,753.0,193.0,156.0,963.0,9679.0
AUG23,Male,Number of clients who have experienced family and domestic violence,2060.0,3460.0,1101.0,754.0,306.0,108.0,158.0,245.0,8192.0
AUG23,Male,Number of clients with a current mental health issue,2943.0,3870.0,1454.0,609.0,697.0,516.0,290.0,119.0,10484.0
AUG23,Male,Number of clients with problematic drug or alcohol issues,918.0,1500.0,444.0,320.0,248.0,138.0,101.0,87.0,3749.0
AUG23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,50.0,815.0,148.0,6.0,22.0,17.0,20.0,6.0,1084.0
AUG23,Male,Number of nights in short-term/emergency accommodation,20164.0,19960.0,42552.0,8260.0,3614.0,4933.0,3152.0,1967.0,104602.0
AUG23,Male,Number of clients accommodated in short-term/emergency accommodation,994.0,1602.0,1747.0,483.0,191.0,298.0,135.0,165.0,5612.0
AUG23,Male,Number of clients who are homeless,5188.0,6424.0,3965.0,1502.0,1566.0,771.0,418.0,870.0,20667.0
AUG23,Male,Number of clients who are at risk of homelessness,3984.0,6177.0,2460.0,917.0,1152.0,439.0,373.0,327.0,15812.0
AUG23,Total,Number of Indigenous clients,7713.0,4541.0,5437.0,2900.0,1959.0,466.0,395.0,2745.0,26104.0
AUG23,Total,Number of clients who have experienced family and domestic violence,8288.0,13815.0,4237.0,3554.0,1596.0,560.0,694.0,1202.0,33911.0
AUG23,Total,Number of clients with a current mental health issue,8304.0,9914.0,3927.0,2097.0,1918.0,1240.0,751.0,325.0,28442.0
AUG23,Total,Number of clients with problematic drug or alcohol issues,1849.0,2677.0,943.0,775.0,457.0,233.0,227.0,223.0,7375.0
AUG23,Total,Number of clients financially assisted with payments for short term/emergency accommodation,195.0,1717.0,612.0,78.0,85.0,74.0,62.0,28.0,2851.0
AUG23,Total,Number of nights in short-term/emergency accommodation,48343.0,48302.0,99040.0,20101.0,8825.0,10608.0,9432.0,5120.0,249771.0
AUG23,Total,Number of clients accommodated in short-term/emergency accommodation,2335.0,3450.0,4073.0,1319.0,493.0,603.0,373.0,660.0,13296.0
AUG23,Total,Number of clients who are homeless,12278.0,14133.0,9040.0,3610.0,3564.0,1693.0,1027.0,1907.0,47147.0
AUG23,Total,Number of clients who are at risk of homelessness,11020.0,16935.0,6669.0,3519.0,3329.0,972.0,855.0,1265.0,44502.0
JUL23,Female,Number of Indigenous clients,4643.0,2710.0,3198.0,2132.0,1184.0,268.0,235.0,1744.0,16083.0
JUL23,Female,Number of clients who have experienced family and domestic violence,5998.0,10028.0,3104.0,2812.0,1183.0,431.0,505.0,908.0,24942.0
JUL23,Female,Number of clients with a current mental health issue,5310.0,5838.0,2375.0,1444.0,1149.0,696.0,437.0,191.0,17424.0
JUL23,Female,Number of clients with problematic drug or alcohol issues,910.0,1188.0,472.0,484.0,195.0,82.0,123.0,134.0,3585.0
JUL23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,97.0,899.0,430.0,55.0,45.0,51.0,52.0,21.0,1649.0
JUL23,Female,Number of nights in short-term/emergency accommodation,27450.0,31627.0,56535.0,12654.0,5218.0,5324.0,6797.0,2942.0,148547.0
JUL23,Female,Number of clients accommodated in short-term/emergency accommodation,1288.0,2023.0,2343.0,977.0,300.0,312.0,248.0,446.0,7930.0
JUL23,Female,Number of clients who are homeless,6921.0,7554.0,4812.0,1990.0,1898.0,880.0,609.0,837.0,25444.0
JUL23,Female,Number of clients who are at risk of homelessness,6926.0,10301.0,4103.0,2735.0,2140.0,525.0,476.0,860.0,28027.0
JUL23,Male,Number of Indigenous clients,2942.0,1578.0,1957.0,957.0,716.0,180.0,146.0,940.0,9402.0
