Month,Sex,Group,Reason for seeking assistance,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
SEP23,Female,Accommodation,Accommodation,7529.0,8583.0,5580.0,1936.0,2864.0,1064.0,726.0,898.0,29113.0
SEP23,Female,Accommodation,Housing crisis (e.g. eviction),5117.0,5504.0,3565.0,1098.0,2024.0,630.0,439.0,275.0,18622.0
SEP23,Female,Accommodation,Inadequate or inappropriate dwelling conditions,2670.0,4206.0,2741.0,1063.0,673.0,560.0,360.0,654.0,12914.0
SEP23,Female,Accommodation,Previous accommodation ended,1926.0,2510.0,1700.0,628.0,331.0,422.0,183.0,93.0,7787.0
SEP23,Female,Financial,Financial,6850.0,8939.0,5305.0,2084.0,976.0,765.0,687.0,587.0,26151.0
SEP23,Female,Interpersonal,Interpersonal Relationships,7674.0,11510.0,4112.0,3286.0,1580.0,759.0,637.0,1066.0,30577.0
SEP23,Female,Interpersonal,Time out from family/other situation,1300.0,1244.0,804.0,515.0,61.0,203.0,137.0,256.0,4519.0
SEP23,Female,Interpersonal,Relationship/family breakdown,3313.0,3240.0,1793.0,1074.0,455.0,424.0,393.0,190.0,10876.0
SEP23,Female,Interpersonal,Family and domestic violence,5721.0,9787.0,2978.0,2699.0,1131.0,429.0,487.0,873.0,24068.0
SEP23,Female,Interpersonal,Non-family violence,302.0,366.0,177.0,104.0,25.0,86.0,29.0,27.0,1116.0
SEP23,Female,Health,Health,3271.0,3833.0,1890.0,1098.0,888.0,481.0,371.0,199.0,12023.0
SEP23,Female,Health,Mental health issues,2751.0,3005.0,1382.0,822.0,685.0,396.0,290.0,69.0,9392.0
SEP23,Female,Health,Medical issues,871.0,1317.0,737.0,315.0,293.0,202.0,101.0,66.0,3901.0
SEP23,Female,Health,Problematic drug or substance use,610.0,845.0,302.0,249.0,133.0,49.0,94.0,47.0,2329.0
SEP23,Female,Health,Problematic alcohol use,206.0,237.0,128.0,148.0,44.0,31.0,28.0,72.0,894.0
SEP23,Female,Other,Other,3812.0,4602.0,2833.0,1557.0,788.0,541.0,362.0,443.0,14928.0
SEP23,Female,COVID,COVID-19,30.0,199.0,12.0,2.0,1.0,0.0,12.0,0.0,256.0
SEP23,Female,Not stated,Not stated,148.0,88.0,44.0,4.0,1.0,12.0,2.0,9.0,306.0
SEP23,Female,Total,Total Clients,14297.0,19039.0,9352.0,4729.0,4126.0,1474.0,1089.0,2063.0,56034.0
SEP23,Male,Accommodation,Accommodation,5219.0,6767.0,4126.0,1361.0,2163.0,891.0,504.0,718.0,21715.0
SEP23,Male,Accommodation,Housing crisis (e.g. eviction),3567.0,4227.0,2572.0,792.0,1555.0,447.0,312.0,147.0,13610.0
SEP23,Male,Accommodation,Inadequate or inappropriate dwelling conditions,1779.0,3570.0,2052.0,817.0,555.0,477.0,273.0,557.0,10069.0
SEP23,Male,Accommodation,Previous accommodation ended,1381.0,2002.0,1141.0,448.0,221.0,373.0,135.0,95.0,5793.0
SEP23,Male,Financial,Financial,4650.0,6373.0,3711.0,1379.0,714.0,574.0,472.0,566.0,18413.0
SEP23,Male,Interpersonal,Interpersonal Relationships,3281.0,4755.0,1806.0,1082.0,519.0,422.0,303.0,314.0,12474.0
SEP23,Male,Interpersonal,Time out from family/other situation,684.0,827.0,440.0,246.0,38.0,149.0,78.0,95.0,2557.0
SEP23,Male,Interpersonal,Relationship/family breakdown,1795.0,1837.0,902.0,457.0,246.0,281.0,217.0,74.0,5804.0
SEP23,Male,Interpersonal,Family and domestic violence,1867.0,3281.0,1001.0,687.0,273.0,109.0,142.0,211.0,7569.0
SEP23,Male,Interpersonal,Non-family violence,167.0,210.0,84.0,30.0,6.0,36.0,21.0,7.0,561.0
